id,rating_agency_name,file_creating_date,issued_paid,rating,rating_action_date,rating_action_class,obligor_sec_category,obligor_name,Ticker
1248,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,5/25/2018,WO,Corporate,Hormel Foods Corp,HSP
1249,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,AA-,2/4/2016,DG,Corporate,Hormel Foods Corp,HSP
1250,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,AA,3/9/2010,HS,Corporate,Hormel Foods Corp,HSP
1251,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,9/4/2015,WO,Corporate,Hospira Inc,HPT$D
1252,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,AA-,2/10/2015,UP,Corporate,Hospira Inc,HPT$D
1253,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB,11/19/2014,UP,Corporate,Hospira Inc,HPT$D
1254,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB-,5/30/2013,DG,Corporate,Hospira Inc,HPT$D
1255,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB+,10/4/2012,DG,Corporate,Hospira Inc,HPT$D
1256,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A-,10/1/2010,HS,Corporate,Hospira Inc,HPT$D
1257,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,10/29/2013,WO,Corporate,Hospitality Properties Trust,HST
1258,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB-,6/20/2011,HS,Corporate,Hospitality Properties Trust,HST
1263,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,8/3/2012,WO,Corporate,Human Genome Sciences Inc,HBAN
1264,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,B-,3/13/2012,DG,Corporate,Human Genome Sciences Inc,HBAN
1265,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB,4/13/2011,UP,Corporate,Human Genome Sciences Inc,HBAN
1266,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,B+,5/3/2010,HS,Corporate,Human Genome Sciences Inc,HBAN
1267,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A+,12/29/2015,DG,Corporate,International Business Machines Corp,IGT
1268,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,AA-,7/28/2010,HS,Corporate,International Business Machines Corp,IGT
1269,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,5/4/2018,WO,Corporate,Illinois Tool Works Inc,ILMN
1270,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A,8/16/2012,DG,Corporate,Illinois Tool Works Inc,ILMN
1271,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A+,10/13/2011,DG,Corporate,Illinois Tool Works Inc,ILMN
1272,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,AA-,6/4/2010,HS,Corporate,Illinois Tool Works Inc,ILMN
1276,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB+,8/17/2017,UP,Corporate,Ingersoll-Rand PLC,IM
1277,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB,3/6/2013,DG,Corporate,Ingersoll-Rand PLC,IM
1278,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB+,5/27/2011,UP,Corporate,Ingersoll-Rand PLC,IM
1279,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB,6/25/2010,HS,Corporate,Ingersoll-Rand PLC,IM
1282,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,AA-,4/21/2016,DG,Corporate,Intel Corp,ICE
1283,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,AA,8/12/2010,HS,Corporate,Intel Corp,ICE
1284,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,8/25/2014,WO,Corporate,InterMune Inc,IBM
1285,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,CCC,4/25/2012,HS,Corporate,InterMune Inc,IBM
1286,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,7/17/2014,WO,Corporate,International Game Technology,IP
1287,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB-,7/15/2010,HS,Corporate,International Game Technology,IP
1288,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,6/24/2015,WO,Corporate,International Paper Co,ISCA
1289,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB,11/18/2009,HS,Corporate,International Paper Co,ISCA
1297,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,12/24/2015,WO,Corporate,Alere Inc,ALR
1298,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,B,9/15/2010,HS,Corporate,Alere Inc,ALR
1313,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,6/1/2018,WO,Corporate,Johnson Controls International PLC,JOY
1314,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB+,10/11/2012,DG,Corporate,Johnson Controls International PLC,JOY
1315,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A,6/23/2010,HS,Corporate,Johnson Controls International PLC,JOY
1322,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB+,9/19/2018,UP,Corporate,Kansas City Southern,KBH
1323,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB,8/6/2014,UP,Corporate,Kansas City Southern,KBH
1324,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB-,6/8/2012,UP,Corporate,Kansas City Southern,KBH
1325,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB+,4/29/2011,UP,Corporate,Kansas City Southern,KBH
1326,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB,6/22/2010,UP,Corporate,Kansas City Southern,KBH
1327,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB-,11/18/2009,HS,Corporate,Kansas City Southern,KBH
1337,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,12/22/2014,WO,Corporate,National Grid PLC,NOV
1338,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB+,9/30/2010,HS,Corporate,National Grid PLC,NOV
1339,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB+,3/11/2016,DG,Corporate,National Oilwell Varco Inc,NNN
1340,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A+,8/13/2010,HS,Corporate,National Oilwell Varco Inc,NNN
1343,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,5/4/2012,WO,Corporate,Nationwide Health Properties Inc,NM
1344,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB+,12/20/2010,HS,Corporate,Nationwide Health Properties Inc,NM
1345,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,10/29/2013,WO,Corporate,Navios Maritime Holdings Inc,NAV
1346,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,B-,11/11/2011,DG,Corporate,Navios Maritime Holdings Inc,NAV
1347,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,B,2/11/2011,DG,Corporate,Navios Maritime Holdings Inc,NAV
1348,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,B+,8/10/2010,HS,Corporate,Navios Maritime Holdings Inc,NAV
1349,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,8/5/2015,WO,Corporate,Navistar International Corp,NTAP
1350,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,B-,9/20/2012,DG,Corporate,Navistar International Corp,NTAP
1351,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,B,6/28/2012,DG,Corporate,Navistar International Corp,NTAP
1352,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB-,5/20/2010,HS,Corporate,Navistar International Corp,NTAP
1355,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,5/18/2018,WO,Corporate,NetApp Inc,NFLX
1356,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB,7/21/2016,DG,Corporate,NetApp Inc,NFLX
1357,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A+,4/26/2010,HS,Corporate,NetApp Inc,NFLX
1358,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,12/22/2014,WO,Corporate,New Jersey Resources Corp,NYT
1359,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A,9/16/2010,HS,Corporate,New Jersey Resources Corp,NYT
1362,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,10/29/2013,WO,Corporate,Newell Brands Inc,NEM
1363,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB-,5/10/2010,HS,Corporate,Newell Brands Inc,NEM
1364,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB,6/29/2012,DG,Corporate,Newmont Mining Corp,NEE
1365,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB+,10/4/2010,HS,Corporate,Newmont Mining Corp,NEE
1368,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,5/4/2012,WO,Corporate,Nicor Inc,NKE
1369,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A-,9/30/2010,HS,Corporate,Nicor Inc,NKE
1370,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,6/5/2018,WO,Corporate,Nike Inc,NI
1371,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,AA-,6/11/2010,HS,Corporate,Nike Inc,NI
1374,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,12/24/2015,WO,Corporate,Nissan Motor Co Ltd,NBL
1375,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB+,9/9/2010,HS,Corporate,Nissan Motor Co Ltd,NBL
1387,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB+,12/4/2015,DG,Corporate,Nordstrom Inc,NSC
1388,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A-,5/27/2010,HS,Corporate,Nordstrom Inc,NSC
1389,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB+,6/22/2010,UP,Corporate,Norfolk Southern Corp,NTRS
1390,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB,11/18/2009,HS,Corporate,Norfolk Southern Corp,NTRS
1398,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,AA,5/7/2014,DG,Corporate,Novartis AG,NRG
1399,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,AA+,6/4/2010,HS,Corporate,Novartis AG,NRG
1402,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,7/28/2014,WO,Corporate,Nstar,NUE
1403,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A,9/1/2010,HS,Corporate,Nstar,NUE
1405,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,5/4/2012,WO,Corporate,NuVasive Inc,NVR
1406,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB-,5/12/2010,HS,Corporate,NuVasive Inc,NVR
1407,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,5/4/2012,WO,Corporate,NVR Inc,OXY
1408,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A,5/24/2010,HS,Corporate,NVR Inc,OXY
1409,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A,1/26/2017,DG,Corporate,Occidental Petroleum Corp,ODP
1410,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,AA-,11/18/2009,HS,Corporate,Occidental Petroleum Corp,ODP
1413,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,11/5/2013,WO,Corporate,OfficeMax Inc,OCR
1414,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,B-,6/11/2010,HS,Corporate,OfficeMax Inc,OCR
1415,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,8/23/2011,WO,Corporate,Omnicare Inc,OMC
1416,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB,3/31/2010,HS,Corporate,Omnicare Inc,OMC
1417,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,12/11/2018,WO,Corporate,Omnicom Group Inc,OKS
1418,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB+,8/19/2010,HS,Corporate,Omnicom Group Inc,OKS
1419,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,8/26/2013,WO,Corporate,"Onyx Pharmaceuticals, Inc.",ORCL
1420,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB-,5/3/2010,HS,Corporate,"Onyx Pharmaceuticals, Inc.",ORCL
1421,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,AA-,7/12/2016,DG,Corporate,Oracle Corp,ORAN
1422,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,AA,8/26/2010,HS,Corporate,Oracle Corp,ORAN
1423,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB+,2/13/2017,UP,Corporate,O'Reilly Automotive Inc,ORLY
1424,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB,11/29/2011,HS,Corporate,O'Reilly Automotive Inc,ORLY
1425,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,8/5/2015,WO,Corporate,Oshkosh Corp,OSK
1426,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB+,9/20/2012,UP,Corporate,Oshkosh Corp,OSK
1427,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB,8/26/2010,HS,Corporate,Oshkosh Corp,OSK
1430,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,5/25/2018,WO,Corporate,Owens & Minor Inc,OMI
1431,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB,12/12/2017,DG,Corporate,Owens & Minor Inc,OMI
1432,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB,12/16/2016,DG,Corporate,Owens & Minor Inc,OMI
1433,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB+,5/28/2010,HS,Corporate,Owens & Minor Inc,OMI
1441,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,12/24/2015,WO,Corporate,PACCAR Inc,PCAR
1442,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A+,5/20/2010,HS,Corporate,PACCAR Inc,PCAR
1443,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,6/24/2015,WO,Corporate,Packaging Corp of America,PKG
1444,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB,10/4/2013,DG,Corporate,Packaging Corp of America,PKG
1445,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB+,11/18/2009,HS,Corporate,Packaging Corp of America,PKG
1452,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,5/2/2012,WO,Corporate,"Collective Brands, Inc.",CMCSA
1453,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB,6/3/2010,HS,Corporate,"Collective Brands, Inc.",CMCSA
1454,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,4/2/2015,WO,Corporate,Peabody Energy Corp,BTU
1455,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB,4/9/2014,DG,Corporate,Peabody Energy Corp,BTU
1456,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB+,6/7/2010,HS,Corporate,Peabody Energy Corp,BTU
1463,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A+,7/8/2016,DG,Corporate,PepsiCo Inc,PEP
1464,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,AA-,1/19/2010,HS,Corporate,PepsiCo Inc,PEP
1465,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,5/25/2018,WO,Corporate,Perrigo Co PLC,PRGO
1466,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB-,9/19/2016,DG,Corporate,Perrigo Co PLC,PRGO
1467,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB,12/11/2014,DG,Corporate,Perrigo Co PLC,PRGO
1468,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB+,8/27/2013,HS,Corporate,Perrigo Co PLC,PRGO
1471,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,AA-,11/12/2014,DG,Corporate,Pfizer Inc,PFE
1472,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,AA,11/18/2009,HS,Corporate,Pfizer Inc,PFE
1481,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,12/22/2014,WO,Corporate,Piedmont Natural Gas Co Inc,PNY
1482,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A-,8/27/2010,HS,Corporate,Piedmont Natural Gas Co Inc,PNY
1483,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB,7/12/2018,UP,Corporate,Pioneer Natural Resources Co,PXD
1484,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB-,11/18/2015,DG,Corporate,Pioneer Natural Resources Co,PXD
1485,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB,1/15/2014,UP,Corporate,Pioneer Natural Resources Co,PXD
1486,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB-,9/9/2010,HS,Corporate,Pioneer Natural Resources Co,PXD
1487,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,9/18/2013,WO,Corporate,Pitney Bowes Inc,PBI
1488,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB-,12/15/2011,DG,Corporate,Pitney Bowes Inc,PBI
1489,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB,5/26/2010,HS,Corporate,Pitney Bowes Inc,PBI
1490,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,12/14/2016,WO,Corporate,Plains All American Pipeline LP,PAA
1491,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB+,6/5/2013,UP,Corporate,Plains All American Pipeline LP,PAA
1492,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB-,10/8/2010,HS,Corporate,Plains All American Pipeline LP,PAA
1493,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,9/18/2013,WO,Corporate,SPX Corp,SPW
1494,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB+,9/22/2011,DG,Corporate,SPX Corp,SPW
1495,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB-,8/19/2011,UP,Corporate,SPX Corp,SPW
1496,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB+,11/18/2009,HS,Corporate,SPX Corp,SPW
1497,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,2/19/2016,WO,Corporate,Plum Creek Timber Co Inc,PCL
1498,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB+,11/18/2009,HS,Corporate,Plum Creek Timber Co Inc,PCL
1499,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,6/1/2018,WO,Corporate,Ralph Lauren Corp,RRC
1500,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A-,8/20/2015,DG,Corporate,Ralph Lauren Corp,RRC
1501,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A,9/24/2010,HS,Corporate,Ralph Lauren Corp,RRC
1502,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,3/20/2017,WO,Corporate,Southwestern Energy Co,SWN
1503,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB-,4/1/2016,DG,Corporate,Southwestern Energy Co,SWN
1504,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB-,4/9/2015,DG,Corporate,Southwestern Energy Co,SWN
1505,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB,4/17/2013,HS,Corporate,Southwestern Energy Co,SWN
1510,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,9/18/2013,WO,Corporate,Stanley Black & Decker Inc,SWK
1511,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A-,7/8/2011,HS,Corporate,Stanley Black & Decker Inc,SWK
1512,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,8/25/2014,WO,Corporate,Staples Inc,SPLS
1513,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB-,3/14/2013,DG,Corporate,Staples Inc,SPLS
1514,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB+,3/29/2010,HS,Corporate,Staples Inc,SPLS
1515,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A-,6/25/2018,DG,Corporate,Starbucks Corp,SBUX
1516,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A,4/26/2016,UP,Corporate,Starbucks Corp,SBUX
1517,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A-,2/9/2010,HS,Corporate,Starbucks Corp,SBUX
1518,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,9/23/2016,WO,Corporate,Starwood Hotels & Resorts Worldwide Inc,HOT
1519,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB,6/3/2013,UP,Corporate,Starwood Hotels & Resorts Worldwide Inc,HOT
1520,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB-,8/24/2012,UP,Corporate,Starwood Hotels & Resorts Worldwide Inc,HOT
1521,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB,8/18/2010,HS,Corporate,Starwood Hotels & Resorts Worldwide Inc,HOT
1522,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,6/27/2018,WO,Corporate,Equinor ASA,EQY
1523,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A-,3/19/2018,UP,Corporate,Equinor ASA,EQY
1524,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB+,4/10/2015,DG,Corporate,Equinor ASA,EQY
1525,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A-,11/17/2010,HS,Corporate,Equinor ASA,EQY
1526,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB+,2/21/2013,UP,Corporate,Steel Dynamics Inc,STLD
1527,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB,8/2/2010,HS,Corporate,Steel Dynamics Inc,STLD
1528,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,5/4/2012,WO,Corporate,Stericycle Inc,SRCL
1529,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A,7/12/2010,HS,Corporate,Stericycle Inc,SRCL
1535,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,2/7/2014,WO,Corporate,Stoneridge Inc,SRI
1536,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,B,10/11/2012,DG,Corporate,Stoneridge Inc,SRI
1537,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,B+,1/28/2011,HS,Corporate,Stoneridge Inc,SRI
1540,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A+,3/9/2016,DG,Corporate,Stryker Corp,SYK
1541,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,AA,11/17/2010,DG,Corporate,Stryker Corp,SYK
1542,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,AA+,5/12/2010,HS,Corporate,Stryker Corp,SYK
1543,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,12/22/2014,WO,Corporate,Suburban Propane Partners LP,SPH
1544,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB,9/12/2013,DG,Corporate,Suburban Propane Partners LP,SPH
1545,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB+,11/8/2010,HS,Corporate,Suburban Propane Partners LP,SPH
1546,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,4/2/2015,WO,Corporate,Suncor Energy Inc,SU
1547,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB+,8/26/2010,HS,Corporate,Suncor Energy Inc,SU
1548,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,12/14/2016,WO,Corporate,Sunoco Logistics Partners LP,SXL
1549,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB,10/8/2010,HS,Corporate,Sunoco Logistics Partners LP,SXL
1550,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,10/29/2013,WO,Corporate,Sunoco Inc,SUN
1551,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB-,3/15/2010,HS,Corporate,Sunoco Inc,SUN
1552,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,10/29/2013,WO,Corporate,Sunstone Hotel Investors Inc,SHO
1553,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB,6/20/2011,HS,Corporate,Sunstone Hotel Investors Inc,SHO
1554,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,8/16/2013,WO,Corporate,SUPERVALU Inc,SVU
1555,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB,3/15/2010,HS,Corporate,SUPERVALU Inc,SVU
1556,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,5/15/2017,WO,Corporate,Symantec Corp,SYMC
1557,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB-,12/6/2016,DG,Corporate,Symantec Corp,SYMC
1558,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A+,2/23/2010,HS,Corporate,Symantec Corp,SYMC
1559,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,5/25/2018,WO,Corporate,Sysco Corp,SYY
1560,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A-,11/18/2015,DG,Corporate,Sysco Corp,SYY
1561,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A+,10/29/2010,HS,Corporate,Sysco Corp,SYY
1566,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,3/26/2013,WO,Corporate,Tanger Factory Outlet Centers Inc,SKT
1567,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A-,6/20/2011,HS,Corporate,Tanger Factory Outlet Centers Inc,SKT
1568,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A,7/15/2011,DG,Corporate,Target Corp,TGT
1569,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,A+,5/27/2010,HS,Corporate,Target Corp,TGT
1570,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,10/2/2012,WO,Corporate,Taubman Centers Inc,TCO
1571,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BB,6/20/2011,HS,Corporate,Taubman Centers Inc,TCO
1593,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,5/4/2012,WO,Corporate,Tenaris SA,THC
1594,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,BBB+,10/21/2010,HS,Corporate,Tenaris SA,THC
1595,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,11/30/2018,WO,Corporate,Tenet Healthcare Corp,TEN
1596,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,B-,4/7/2017,DG,Corporate,Tenet Healthcare Corp,TEN
1597,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,B,10/12/2012,HS,Corporate,Tenet Healthcare Corp,TEN
1603,"Morningstar Credit Ratings, LLC.",1/17/2019,FALSE,WO,12/5/2018,WO,Corporate,Terex Corp,TEX
